Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source,GPT_JA
CONTRACTIONS,15599,5741,2.247027567069511e-07,1.6241933297471144e-07,4.014000461785704e-06,4521,2009,0,0,0,0,0,0,0,3,12of12inf,収縮
CONTRACTOR,15600,1555278,6.087358544603265e-05,2.89109332824873e-05,0.0003262716836192,177952,0,0,0,0,0,0,0,0,3,12of12inf,請負業者
CONTRACTORS,15601,996417,3.8999764279684737e-05,2.6432402413626053e-05,9.862946490447774e-05,248427,0,0,0,0,0,0,0,0,3,12of12inf,契約者
CONTRACTS,15602,12747468,0.0004989359346165,0.0004395203832756,0.000930947451385,815601,0,0,0,2009,0,0,0,0,2,12of12inf,契約
CONTRACTUAL,15603,4502848,0.0001762414838237,0.0001412427443766,0.0001896456704129,721160,0,0,0,2009,0,0,0,0,4,12of12inf,契約上
CONTRACTUALLY,15604,403602,1.5796983454526887e-05,1.2650952301898324e-05,4.534012559633623e-05,199097,0,0,0,2009,0,0,0,0,4,12of12inf,契約により
CONTRACTUALS,15605,324,1.268136094287618e-08,1.3829644196854273e-08,2.517203939505794e-06,204,0,0,0,0,0,0,0,0,3,10K_2018,契約上の事項
CONTRACTURAL,15606,1252,4.90032836434598e-08,7.234014134042117e-08,3.608072992859221e-06,1070,0,0,0,0,0,0,0,0,4,10K_2010,収縮性の
CONTRACTURE,15607,2601,1.0180314756920044e-07,7.89904686491625e-08,1.0387699568230824e-05,311,0,0,0,0,0,0,0,0,3,10K_2010,拘縮
CONTRADICT,15608,6525,2.553885189884786e-07,1.285342930911873e-07,3.193181933431681e-06,4193,2009,0,0,0,0,0,0,0,3,12of12inf,矛盾する
CONTRADICTED,15609,20491,8.020177996310981e-07,4.568439054458234e-07,6.547176559813814e-06,12953,2009,0,0,0,0,0,0,0,4,12of12inf,矛盾した
CONTRADICTING,15610,1107,4.332798322149361e-08,8.931615338091548e-08,6.720157283289078e-06,827,2009,0,0,0,0,0,0,0,4,12of12inf,矛盾している
CONTRADICTION,15611,2819,1.103356682036048e-07,5.7085906478649467e-08,3.143280979099865e-06,1692,2009,0,0,0,0,0,0,0,4,12of12inf,矛盾
CONTRADICTIONS,15612,612,2.3953681780988337e-08,1.83130488923544e-08,1.567754094793485e-06,465,2009,0,0,0,0,0,0,0,4,12of12inf,矛盾
CONTRADICTORY,15613,4201,1.644271522253791e-07,9.804828962648857e-08,2.9668919300174955e-06,3423,2009,0,0,0,0,0,0,0,5,12of12inf,矛盾した
CONTRADICTS,15614,1412,5.526568410907767e-08,2.717516954714699e-08,1.261914572637705e-06,1053,2009,0,0,0,0,0,0,0,3,12of12inf,矛盾する
CONTRADISTINCTION,15615,129,5.0490603754044045e-09,1.980184470069227e-09,4.511404227627337e-07,73,0,0,0,0,0,0,0,0,5,12of12inf,対照
CONTRADISTINCTIONS,15616,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,対照
CONTRAIL,15617,4102,1.6055229193727805e-07,1.2132065142095905e-07,2.226546015079169e-05,154,0,0,0,0,0,0,0,0,2,12of12inf,飛行機雲
CONTRAILS,15618,8,3.131200232808933e-10,1.3632941588150016e-10,5.43090356645852e-08,8,0,0,0,0,0,0,0,0,2,12of12inf,飛行機雲
CONTRAINDICATE,15619,34,1.3307600989437963e-09,3.119448617427608e-10,7.770795145305577e-08,32,0,0,0,0,0,0,0,0,5,12of12inf,禁忌を示す
CONTRAINDICATED,15620,2592,1.0145088754300945e-07,5.129386907786481e-08,2.024455237331675e-06,1497,0,0,0,0,0,0,0,0,6,12of12inf,禁忌とされた
CONTRAINDICATES,15621,14,5.479600407415633e-10,2.9203190338213143e-10,1.2333432657300413e-07,12,0,0,0,0,0,0,0,0,5,12of12inf,禁忌を示す
CONTRAINDICATING,15622,28,1.0959200814831266e-09,9.56592730751478e-10,2.3746642902233937e-07,26,0,0,0,0,0,0,0,0,6,12of12inf,禁忌とする
CONTRAINDICATION,15623,3992,1.5624689161716577e-07,6.278605715163152e-08,1.6268780610654642e-06,3584,0,0,0,0,0,0,0,0,6,12of12inf,禁忌
CONTRAINDICATIONS,15624,11930,4.6694023471763217e-07,1.852042860095128e-07,2.9763840817724506e-06,7743,0,0,0,0,0,0,0,0,6,12of12inf,禁忌
CONTRALTO,15625,8,3.131200232808933e-10,9.189800192788372e-11,7.394211864319442e-08,2,0,0,0,0,0,0,0,0,3,12of12inf,コントラルト
CONTRALTOS,15626,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,コントラルト
CONTRAPTION,15627,1,3.914000291011166e-11,5.845773269406233e-11,6.468783305042386e-08,1,0,0,0,0,0,0,0,0,3,12of12inf,装置
CONTRAPTIONS,15628,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,仕掛け
CONTRAPUNTAL,15629,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,対位法的
CONTRAPUNTALLY,15630,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,対位法的に
CONTRARIAN,15631,9592,3.754309079137911e-07,2.1852174939980965e-07,1.2926494325492143e-05,1124,0,0,0,0,0,0,0,0,0,10K_2014,逆張り
CONTRARIES,15632,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,逆
CONTRARIETIES,15633,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,矛盾
CONTRARIETY,15634,7,2.7398002037078165e-10,1.4669542829413766e-10,7.3015976186383e-08,7,0,0,0,0,0,0,0,0,5,12of12inf,矛盾
CONTRARILY,15635,314,1.2289960913775062e-08,1.929717799719e-08,2.335948686389405e-06,277,0,0,0,0,0,0,0,0,4,12of12inf,逆に
CONTRARINESS,15636,6,2.3484001746067e-10,1.399661788311809e-10,1.1505221032278889e-07,3,0,0,0,0,0,0,0,0,4,12of12inf,反対性
CONTRARINESSES,15637,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,反対性
CONTRARIWISE,15638,7,2.7398002037078165e-10,1.5396967861491714e-10,6.793109659571474e-08,7,0,0,0,0,0,0,0,0,4,12of12inf,逆に
CONTRARY,15639,1529011,5.9845494989592745e-05,2.311253477568252e-05,6.718183122830284e-05,232380,2009,0,0,0,0,0,0,0,3,12of12inf,反対の
CONTRAST,15640,100329,3.926877351968593e-06,3.521499752690811e-06,3.6011370694415496e-05,64097,0,0,0,0,0,0,0,0,2,12of12inf,対比
CONTRASTED,15641,8084,3.164077835253427e-07,4.4030936343531577e-07,1.277070235877924e-05,6528,0,0,0,0,0,0,0,0,3,12of12inf,対比された
CONTRASTING,15642,1122,4.3915083265145284e-08,3.4288617739536655e-08,1.8643510836128205e-06,920,0,0,0,0,0,0,0,0,3,12of12inf,対比する
CONTRASTS,15643,2988,1.1695032869541365e-07,1.1691176872003325e-07,4.811589332273731e-06,2554,0,0,0,0,0,0,0,0,2,12of12inf,対比
CONTRAVENE,15644,69168,2.707235721286604e-06,1.0733083313246908e-06,1.042470837853624e-05,31531,0,0,0,2009,0,0,0,0,3,12of12inf,違反する
CONTRAVENED,15645,1771,6.931694515380776e-08,3.2654896040879574e-08,1.702570470707669e-06,1103,0,0,0,2009,0,0,0,0,3,12of12inf,違反した
CONTRAVENES,15646,4572,1.7894809330503053e-07,7.275528721462916e-08,2.255795614616792e-06,3057,0,0,0,2009,0,0,0,0,3,12of12inf,違反する
CONTRAVENING,15647,1529,5.984506444956075e-08,2.4719750892556487e-08,1.4184272949646616e-06,891,0,0,0,2009,0,0,0,0,4,12of12inf,違反中
CONTRAVENTION,15648,73137,2.8625823928368368e-06,1.1343731737661583e-06,1.0372866972778692e-05,33415,0,0,0,2009,0,0,0,0,4,12of12inf,違反
CONTRAVENTIONS,15649,889,3.479546258708927e-08,1.7153879173733135e-08,1.1682540517031508e-06,566,0,0,0,2009,0,0,0,0,4,12of12inf,違反
CONTRETEMPS,15650,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,困った事態
CONTRIBUTABLE,15651,477,1.8669781388123266e-08,1.7126486752172278e-08,1.8764144294823136e-06,282,0,0,0,0,0,0,0,0,5,10K_2018,分配可能
CONTRIBUTE,15652,812088,3.178512668326676e-05,2.737894169607537e-05,6.731542180978145e-05,371041,0,0,0,0,0,0,0,0,3,12of12inf,寄与する
CONTRIBUTED,15653,1647819,6.44956404553373e-05,7.401146315416788e-05,0.0001919295440373,482523,0,0,0,0,0,0,0,0,4,12of12inf,寄与した
CONTRIBUTES,15654,101923,3.989266516607311e-06,2.6992801798272542e-06,1.7082191678584334e-05,69922,0,0,0,0,0,0,0,0,4,12of12inf,寄与する
CONTRIBUTING,15655,362345,1.418218435446441e-05,1.519362850455466e-05,6.772748685644211e-05,180587,0,0,0,0,0,0,0,0,4,12of12inf,寄与中
CONTRIBUTION,15656,2632262,0.0001030267423401,7.87084419619168e-05,0.0002268071038562,454677,0,0,0,0,0,0,0,0,4,12of12inf,寄与
CONTRIBUTIONS,15657,3431884,0.0001343239497471,0.0001040550745303,0.0003526314208156,486146,0,0,0,0,0,0,0,0,4,12of12inf,寄与
CONTRIBUTIVE,15658,252,9.863280733348141e-09,7.2920248418825215e-09,1.256223558099395e-06,104,0,0,0,0,0,0,0,0,4,10K_2018,貢献的
CONTRIBUTOR,15659,104589,4.093613764365669e-06,2.547518212259501e-06,4.969988776828011e-05,34914,0,0,0,0,0,0,0,0,4,12of12inf,寄与者
CONTRIBUTORS,15660,53735,2.10318805637485e-06,1.7972446855075202e-06,2.9346577473634795e-05,25353,0,0,0,0,0,0,0,0,4,12of12inf,寄与者
CONTRIBUTORY,15661,83852,3.2819675240186834e-06,2.1691935377320754e-06,2.0042202438748777e-05,49351,0,0,0,0,0,0,0,0,5,12of12inf,寄与する
CONTRITE,15662,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,後悔している
CONTRITELY,15663,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,後悔して
CONTRITENESS,15664,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,後悔
CONTRITENESSES,15665,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,後悔
CONTRITION,15666,14,5.479600407415633e-10,7.325999595807707e-10,3.803024033413016e-07,10,0,0,0,0,0,0,0,0,3,12of12inf,悔恨
CONTRITIONS,15667,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,悔恨
CONTRIVANCE,15668,937,3.667418272677463e-08,1.5873440131415088e-08,1.0054314844354258e-06,753,0,0,0,0,0,0,0,0,3,12of12inf,工夫
CONTRIVANCES,15669,141,5.518740410325745e-09,3.498886151558865e-09,8.647506681864408e-07,110,0,0,0,0,0,0,0,0,4,12of12inf,工夫
CONTRIVE,15670,17,6.653800494718983e-10,1.335247167986576e-09,5.695918899074657e-07,15,0,0,0,0,0,0,0,0,2,12of12inf,考案する
CONTRIVED,15671,308,1.2055120896314392e-08,8.233611654786471e-09,1.4101860285081022e-06,112,0,0,0,0,0,0,0,0,2,12of12inf,考案された
CONTRIVER,15672,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,考案者
CONTRIVERS,15673,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,考案者
CONTRIVES,15674,3,1.17420008730335e-10,1.0627285230969092e-10,6.78963616623748e-08,3,0,0,0,0,0,0,0,0,2,12of12inf,考案する
CONTRIVING,15675,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,考案中
CONTROL,15676,28571297,0.0011182806477256,0.0012263452734032,0.0013380333530413,1019321,0,0,0,0,0,0,0,0,2,12of12inf,管理
CONTROLLABILITY,15677,400,1.5656001164044664e-08,1.2358411226022628e-08,1.205329004074862e-06,307,0,0,0,0,0,0,0,0,0,10K_2014,統制可能性
CONTROLLABLE,15678,26804,1.049108638002633e-06,8.876435984829625e-07,1.3779616109037704e-05,14894,0,0,0,0,0,0,0,0,4,12of12inf,管理可能
CONTROLLED,15679,1694275,6.631392843052944e-05,4.539330556579964e-05,0.0001328520964557,389865,0,0,0,0,0,0,0,0,2,12of12inf,管理された
CONTROLLER,15680,612706,2.398131462304288e-05,3.2725903140266406e-05,0.0001514143726303,264834,0,0,0,0,0,0,0,0,3,12of12inf,管理者
CONTROLLERS,15681,56048,2.1937188831059387e-06,1.947404875995978e-06,2.872764163286885e-05,24554,0,0,0,0,0,0,0,0,3,12of12inf,管理者
CONTROLLERSHIP,15682,1722,6.739908501121229e-08,4.859180962598873e-08,2.71294183900281e-06,1302,0,0,0,0,0,0,0,0,4,10K_2010,管理者職
CONTROLLING,15683,1765905,6.911752683898073e-05,5.845929927463872e-05,0.0001899861606693,396217,0,0,0,0,0,0,0,0,3,12of12inf,管理中
CONTROLS,15684,17127873,0.000670384999064,0.0010558434119635,0.0013951170025005,903671,0,0,0,0,0,0,0,0,2,12of12inf,制御
CONTROVERSIAL,15685,5804,2.271685768902881e-07,1.4504101633454724e-07,3.554568633641023e-06,4547,2009,0,0,0,0,0,0,0,4,12of12inf,論争のある
CONTROVERSIALLY,15686,3,1.17420008730335e-10,2.837663138957764e-11,1.967832262406288e-08,3,0,0,0,0,0,0,0,0,5,12of12inf,論争的に
CONTROVERSIES,15687,43718,1.7111226472242618e-06,9.225844836739334e-07,9.88985031612248e-06,24766,2009,0,0,0,0,0,0,0,4,12of12inf,論争
CONTROVERSY,15688,150059,5.873309696688446e-06,3.1342231150875985e-06,2.281093379763128e-05,58211,2009,0,0,0,0,0,0,0,4,12of12inf,論争
CONTROVERT,15689,2198,8.602972639642544e-08,3.1894663027844663e-08,1.389800830553143e-06,1590,0,0,0,2009,0,0,0,0,3,12of12inf,反論する
CONTROVERTED,15690,2465,9.648010717342525e-08,2.8668116287506732e-08,1.2491737496199703e-06,1903,0,0,0,2009,0,0,0,0,4,12of12inf,反論された
CONTROVERTIBLE,15691,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,論争可能な
CONTROVERTING,15692,118,4.618520343393176e-09,2.1415507418157916e-09,3.678687968363325e-07,86,0,0,0,2009,0,0,0,0,4,12of12inf,論争する
CONTROVERTS,15693,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,論争する
CONTUMACIES,15694,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,不従順
CONTUMACIOUS,15695,2,7.828000582022332e-11,1.2296214672473977e-10,1.3119637928200417e-07,2,0,0,0,0,0,0,0,0,4,12of12inf,反抗的
CONTUMACIOUSLY,15696,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,頑固に
CONTUMACY,15697,6,2.3484001746067e-10,1.018719527919948e-10,6.65087322280365e-08,3,0,0,0,0,0,0,0,0,4,12of12inf,不服従
CONTUMELIES,15698,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,侮辱
CONTUMELIOUS,15699,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,侮辱的
CONTUMELY,15700,1,3.914000291011166e-11,8.337803746309709e-12,9.226400544324645e-09,1,0,0,0,0,0,0,0,0,4,12of12inf,侮蔑
CONTUSE,15701,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,打撲する
CONTUSED,15702,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf,打撲した
CONTUSES,15703,1,3.914000291011166e-11,1.4687766869949294e-11,1.6253107456959794e-08,1,0,0,0,0,0,0,0,0,3,12of12inf,打撲する
CONTUSING,15704,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,打撲する
CONTUSION,15705,297,1.1624580864303165e-08,5.608148895244643e-09,1.0816211175562827e-06,131,0,0,0,0,0,0,0,0,3,12of12inf,打撲傷
CONTUSIONS,15706,74,2.8963602153482632e-09,2.311306928264931e-09,3.594098935114553e-07,71,0,0,0,0,0,0,0,0,3,12of12inf,打撲傷
CONUNDRUM,15707,323,1.2642220939966068e-08,2.218733587454441e-08,5.02577066964589e-06,110,0,0,0,0,0,0,0,0,3,12of12inf,謎
CONUNDRUMS,15708,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,謎
CONURBATION,15709,1,3.914000291011166e-11,1.33579973458527e-11,1.4781618485252902e-08,1,0,0,0,0,0,0,0,0,4,12of12inf,広域都市
CONURBATIONS,15710,22,8.610800640224564e-10,9.154783431270235e-10,2.6417978430667255e-07,17,0,0,0,0,0,0,0,0,4,12of12inf,広域都市
CONVALESCE,15711,49,1.9178601425954715e-09,2.094397164039977e-09,3.7784222078154217e-07,47,0,0,0,0,0,0,0,0,3,12of12inf,快復する
CONVALESCED,15712,62,2.4266801804269233e-09,8.823170998317035e-10,2.595154683022649e-07,20,0,0,0,0,0,0,0,0,3,12of12inf,快復した
CONVALESCENCE,15713,430,1.6830201251348018e-08,1.502605336748506e-08,1.946073910497553e-06,256,0,0,0,0,0,0,0,0,4,12of12inf,快復
CONVALESCENCES,15714,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,快復
CONVALESCENT,15715,5110,2.000054148706706e-07,1.9349918567995698e-07,1.0466086239381136e-05,1761,0,0,0,0,0,0,0,0,4,12of12inf,快復中の
CONVALESCENTS,15716,10,3.914000291011165e-10,2.3360825999036235e-10,9.543418397553448e-08,9,0,0,0,0,0,0,0,0,4,12of12inf,快復中の人
CONVALESCES,15717,1,3.914000291011166e-11,5.91607161501051e-11,6.546573657739943e-08,1,0,0,0,0,0,0,0,0,4,12of12inf,快復する
CONVALESCING,15718,53,2.0744201542359183e-09,2.027528090831615e-09,5.124793755807491e-07,49,0,0,0,0,0,0,0,0,4,12of12inf,快復中
CONVECTION,15719,2095,8.199830609668394e-08,7.659235527275876e-08,4.6009529478726576e-06,1069,0,0,0,0,0,0,0,0,3,12of12inf,対流
CONVECTIONAL,15720,72,2.8180802095280403e-09,2.909458506389641e-09,1.2415537311045024e-06,17,0,0,0,0,0,0,0,0,4,12of12inf,対流の
CONVECTIONS,15721,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf,対流
CONVECTIVE,15722,614,2.403196178680856e-08,1.775829291144327e-08,1.6517299630971095e-06,355,0,0,0,0,0,0,0,0,3,12of12inf,対流性
CONVENANTS,15723,3436,1.344850499991437e-07,1.986962651106576e-07,7.539814915035006e-06,2681,0,0,0,0,0,0,0,0,3,10K_2010,誓約
CONVENE,15724,16377,6.409958276588988e-07,3.350281015794954e-07,6.301343867980743e-06,9950,0,0,0,0,0,0,0,0,2,12of12inf,召集する
CONVENED,15725,62037,2.4281283605345973e-06,1.322908138307368e-06,1.2987549943168229e-05,31914,0,0,0,0,0,0,0,0,3,12of12inf,召集された
CONVENER,15726,143,5.597020416145968e-09,2.3573497428506716e-09,4.311221451463122e-07,73,0,0,0,0,0,0,0,0,3,12of12inf,召集人
CONVENERS,15727,242,9.471880704247022e-09,3.555808903449387e-09,6.013791041018438e-07,70,0,0,0,0,0,0,0,0,3,12of12inf,召集者
CONVENES,15728,1364,5.338696396939232e-08,3.2056643219902765e-08,1.72374137946383e-06,1074,0,0,0,0,0,0,0,0,2,12of12inf,召集する
CONVENIENCE,15729,653280,2.5569381101117747e-05,1.713103639565884e-05,8.103515196633245e-05,246459,0,0,0,0,0,0,0,0,3,12of12inf,便利
CONVENIENCES,15730,2580,1.0098120750808809e-07,7.01560861793273e-08,2.5106574728739646e-06,2079,0,0,0,0,0,0,0,0,4,12of12inf,便利さ
CONVENIENS,15731,24527,9.599868513763088e-07,4.193093704818469e-07,6.590191407643844e-06,14739,0,0,0,2012,0,0,0,0,3,10K_2012,
CONVENIENT,15732,153469,6.006777106611927e-06,4.139413175597003e-06,2.5112607317922903e-05,89763,0,0,0,0,0,0,0,0,3,12of12inf,便利な
CONVENIENTLY,15733,16261,6.364555873213258e-07,4.763748684846161e-07,7.02282903059883e-06,12346,0,0,0,0,0,0,0,0,4,12of12inf,便利に
CONVENING,15734,8561,3.35077564913466e-07,1.562628687025616e-07,3.844962118546158e-06,5840,0,0,0,0,0,0,0,0,3,12of12inf,召集
CONVENT,15735,1354,5.299556394029119e-08,3.618338219981477e-08,3.035285929787724e-06,665,0,0,0,0,0,0,0,0,2,12of12inf,修道院
CONVENTICLE,15736,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,礼拝堂
CONVENTICLES,15737,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf,礼拝堂
CONVENTION,15738,148937,5.829394613423301e-06,3.7018345993980577e-06,3.77173025869179e-05,53656,0,0,0,0,0,0,0,0,3,12of12inf,規約
CONVENTIONAL,15739,327969,1.2836707614426412e-05,1.1102318680613378e-05,7.050976578254985e-05,114864,0,0,0,0,0,0,0,0,4,12of12inf,従来の
CONVENTIONALITIES,15740,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,従来性
CONVENTIONALITY,15741,1,3.914000291011166e-11,2.0327936619108147e-11,2.249437516091057e-08,1,0,0,0,0,0,0,0,0,6,12of12inf,従来性
CONVENTIONALIZE,15742,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,従来化する
CONVENTIONALIZED,15743,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf,従来化された
CONVENTIONALIZES,15744,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,従来化する
CONVENTIONALIZING,15745,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,従来化している
CONVENTIONALLY,15746,3718,1.4552253081979516e-07,1.4444392741584658e-07,5.075025153128251e-06,2777,0,0,0,0,0,0,0,0,5,12of12inf,従来的に
CONVENTIONALS,15747,11,4.305400320112282e-10,1.1111465004955562e-09,4.852132208829715e-07,11,0,0,0,0,0,0,0,0,4,10K_2018,従来のもの
CONVENTIONS,15748,50512,1.9770398269955603e-06,1.3219902595258407e-06,1.6776683615579936e-05,26984,0,0,0,0,0,0,0,0,3,12of12inf,規約
CONVENTS,15749,355,1.3894701033089642e-08,1.3121852646665906e-08,1.4205044938963645e-06,289,0,0,0,0,0,0,0,0,2,12of12inf,修道院
CONVERGE,15750,16416,6.425222877723931e-07,5.417931235121852e-07,1.853753198733263e-05,8815,0,0,0,0,0,0,0,0,2,12of12inf,収束する
CONVERGED,15751,20878,8.171649807573113e-07,6.31511051261899e-07,1.4203011429463564e-05,8470,0,0,0,0,0,0,0,0,2,12of12inf,コンバージド
CONVERGENCE,15752,35426,1.3865737430936157e-06,1.2395960895794945e-06,2.3477613727982225e-05,19973,0,0,0,0,0,0,0,0,3,12of12inf,コンバージェンス
CONVERGENCES,15753,27,1.0567800785730147e-09,7.941046720786747e-10,2.4433771408772736e-07,24,0,0,0,0,0,0,0,0,4,12of12inf,コンバージェンシーズ
CONVERGENT,15754,7888,3.087363429549608e-07,3.3208096025912817e-07,1.5840062322442543e-05,2474,0,0,0,0,0,0,0,0,3,12of12inf,コンバージェント
CONVERGES,15755,1993,7.800602579985255e-08,6.758952389573746e-08,2.4342619607421023e-06,1626,0,0,0,0,0,0,0,0,3,12of12inf,コンバージズ
CONVERGING,15756,4501,1.761691530984126e-07,1.5280224302314849e-07,8.094901283754755e-06,3149,0,0,0,0,0,0,0,0,3,12of12inf,コンバージング
CONVERSANT,15757,2063,8.074582600356036e-08,6.560018689347456e-08,6.244958978647921e-06,835,0,0,0,0,0,0,0,0,3,12of12inf,精通した
CONVERSATION,15758,18712,7.323877344540095e-07,4.671834659805842e-07,9.438903100762604e-06,13195,0,0,0,0,0,0,0,0,4,12of12inf,会話
CONVERSATIONAL,15759,4785,1.872849139248843e-07,1.5495680804299809e-07,1.5419672867291113e-05,1070,0,0,0,0,0,0,0,0,5,12of12inf,会話的な
CONVERSATIONALIST,15760,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,会話家
CONVERSATIONALISTS,15761,3,1.17420008730335e-10,8.539359200374745e-11,5.8814733250890324e-08,3,0,0,0,0,0,0,0,0,6,12of12inf,会話家たち
CONVERSATIONALLY,15762,37,1.4481801076741312e-09,1.245401277732396e-09,2.5964744496498934e-07,36,0,0,0,0,0,0,0,0,6,12of12inf,会話的に
CONVERSATIONS,15763,22829,8.935271264349392e-07,7.120614369485519e-07,1.12095026600425e-05,15299,0,0,0,0,0,0,0,0,4,12of12inf,会話
CONVERSE,15764,8549,3.346078848785447e-07,3.656417903945125e-07,2.6319322777247e-05,3600,0,0,0,0,0,0,0,0,2,12of12inf,会話する
CONVERSED,15765,24,9.3936006984268e-10,8.770301864355516e-10,2.607754007955327e-07,17,0,0,0,0,0,0,0,0,2,12of12inf,会話した
CONVERSELY,15766,171382,6.7078919787407575e-06,5.604830420023547e-06,2.558123219205485e-05,116236,0,0,0,0,0,0,0,0,3,12of12inf,逆に
CONVERSES,15767,16,6.262400465617866e-10,3.818049514663823e-10,1.5629237331319473e-07,11,0,0,0,0,0,0,0,0,3,12of12inf,会話する
CONVERSING,15768,67,2.622380194977481e-09,2.8051773305864764e-09,6.748530396570936e-07,64,0,0,0,0,0,0,0,0,3,12of12inf,会話中
CONVERSION,15769,7398087,0.0002895611467092,0.0002664239840441,0.0006918375186154,606776,0,0,0,0,0,0,0,0,3,12of12inf,転換
CONVERSIONS,15770,308136,1.2060443936710168e-05,1.3514559559098207e-05,7.033531384059809e-05,131397,0,0,0,0,0,0,0,0,3,12of12inf,転換
CONVERT,15771,1174264,4.596069637723936e-05,4.22012160993889e-05,0.0001245348722914,345619,0,0,0,0,0,0,0,0,2,12of12inf,変換する
CONVERTED,15772,2515802,9.846849760126474e-05,0.0001002844837448,0.0003013625675179,541605,0,0,0,0,0,0,0,0,3,12of12inf,変換された
CONVERTER,15773,21692,8.490249431261423e-07,9.249270387318512e-07,2.7946213736298865e-05,8055,0,0,0,0,0,0,0,0,3,12of12inf,コンバータ
CONVERTERS,15774,30718,1.20230260939281e-06,1.1156657314434722e-06,2.117051795876533e-05,10892,0,0,0,0,0,0,0,0,3,12of12inf,コンバータ
CONVERTIBILITIES,15775,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf,転換性
CONVERTIBILITY,15776,18707,7.321920344394589e-07,7.165596124485771e-07,1.7594908339999118e-05,11274,0,0,0,0,0,0,0,0,6,12of12inf,転換性
CONVERTIBLE,15777,8331765,0.0003261053063463,0.0003623552455567,0.0009124976213489,546801,0,0,0,0,0,0,0,2023,4,12of12inf,転換社債
CONVERTIBLES,15778,6664,2.6082897939298415e-07,2.1770029843506642e-07,1.0053025733357965e-05,3471,0,0,0,0,0,0,0,0,4,12of12inf,転換社債
CONVERTING,15779,211436,8.27560565530237e-06,8.091587346980613e-06,5.064420720533871e-05,116895,0,0,0,0,0,0,0,0,3,12of12inf,変換中
CONVERTOR,15780,189,7.3974605500111045e-09,7.752785727745287e-09,3.077484671367601e-06,83,0,0,0,0,0,0,0,0,3,12of12inf,コンバーター
CONVERTORS,15781,261,1.0215540759539145e-08,1.3651662092682676e-08,2.4304143949867324e-06,191,0,0,0,0,0,0,0,0,3,12of12inf,変換装置
CONVERTS,15782,76573,2.9970674428359804e-06,2.859066587845032e-06,2.5737929726233363e-05,47363,0,0,0,0,0,0,0,0,2,12of12inf,転換社債
CONVEX,15783,1557,6.094098453104386e-08,4.3035891696541944e-08,3.6808475708454142e-06,773,0,0,0,0,0,0,0,0,2,12of12inf,凸状
